Gene ID,Species Name,Phylum,Clade,Family ID,,,
ASU_07333,ascaris_suum,Nematoda,Clade III,family 1584603,,,
ASU_09074,ascaris_suum,Nematoda,Clade III,family 1584603,,,
ASU_09671,ascaris_suum,Nematoda,Clade III,family 1584603,,,
ASU_07335,ascaris_suum,Nematoda,Clade III,family 1584603,,,
ASU_04963,ascaris_suum,Nematoda,Clade III,family 1584603,,,
ASU_01026,ascaris_suum,Nematoda,Clade III,family 1584603,,,
ASU_11141,ascaris_suum,Nematoda,Clade III,family 1584651,,,
ASU_08862,ascaris_suum,Nematoda,Clade III,family 1584651,,,
ASU_03018,ascaris_suum,Nematoda,Clade III,family 1584651,,,
ASU_06283,ascaris_suum,Nematoda,Clade III,family 1584651,,,
ASU_01705,ascaris_suum,Nematoda,Clade III,family 1584651,,,
ASU_07336,ascaris_suum,Nematoda,Clade III,family 1584706,,,
ASU_04962,ascaris_suum,Nematoda,Clade III,family 1584706,,,
ASU_01053,ascaris_suum,Nematoda,Clade III,family 1584706,,,
ASU_09075,ascaris_suum,Nematoda,Clade III,family 1584706,,,
ASU_09670,ascaris_suum,Nematoda,Clade III,family 1584706,,,
ASU_07332,ascaris_suum,Nematoda,Clade III,family 1584706,,,
ASU_05281,ascaris_suum,Nematoda,Clade III,family 1584756,,,
ASU_03572,ascaris_suum,Nematoda,Clade III,family 1584756,,,
ASU_12316,ascaris_suum,Nematoda,Clade III,family 1584756,,,
ASU_04332,ascaris_suum,Nematoda,Clade III,family 1584756,,,
ASU_13303,ascaris_suum,Nematoda,Clade III,family 1584756,,,
ASU_07371,ascaris_suum,Nematoda,Clade III,family 1584756,,,
ASU_03271,ascaris_suum,Nematoda,Clade III,family 1584756,,,
ASU_12269,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_07983,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_07984,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_11817,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_04542,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_04541,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_11882,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_08968,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_15263,ascaris_suum,Nematoda,Clade III,family 1584797,,,
ASU_04659,ascaris_suum,Nematoda,Clade III,family 1586468,,,
ASU_09663,ascaris_suum,Nematoda,Clade III,family 1586468,,,
ASU_09661,ascaris_suum,Nematoda,Clade III,family 1586468,,,
ASU_13060,ascaris_suum,Nematoda,Clade III,family 1586468,,,
ASU_13059,ascaris_suum,Nematoda,Clade III,family 1586468,,,
ASU_08967,ascaris_suum,Nematoda,Clade III,family 1586490,,,
ASU_12110,ascaris_suum,Nematoda,Clade III,family 1586490,,,
ASU_14921,ascaris_suum,Nematoda,Clade III,family 1586490,,,
ASU_06438,ascaris_suum,Nematoda,Clade III,family 1586490,,,
WBGene00225016,brugia_malayi,Nematoda,Clade III,family 150118,,,
WBGene00230902,brugia_malayi,Nematoda,Clade III,family 150118,,,
WBGene00223919,brugia_malayi,Nematoda,Clade III,family 225491,,,
WBGene00227305,brugia_malayi,Nematoda,Clade III,family 236822,,,
WBGene00226206,brugia_malayi,Nematoda,Clade III,family 276074,,,
WBGene00226541,brugia_malayi,Nematoda,Clade III,family 112805,,,
WBGene00227664,brugia_malayi,Nematoda,Clade III,family 112805,,,
WBGene00232484,brugia_malayi,Nematoda,Clade III,family 112805,,,
WBGene00228081,brugia_malayi,Nematoda,Clade III,family 204750,,,
WBGene00224390,brugia_malayi,Nematoda,Clade III,family 204750,,,
WBGene00233863,brugia_malayi,Nematoda,Clade III,family 72247,,,
WBGene00226776,brugia_malayi,Nematoda,Clade III,family 72247,,,
WBGene00225242,brugia_malayi,Nematoda,Clade III,family 72247,,,
WBGene00224544,brugia_malayi,Nematoda,Clade III,family 72247,,,
WBGene00224557,brugia_malayi,Nematoda,Clade III,family 72247,,,
WBGene00225224,brugia_malayi,Nematoda,Clade III,family 89847,,,
WBGene00225758,brugia_malayi,Nematoda,Clade III,family 89847,,,
WBGene00226769,brugia_malayi,Nematoda,Clade III,family 92761,,,
WBGene00224440,brugia_malayi,Nematoda,Clade III,family 92761,,,
WBGene00228089,brugia_malayi,Nematoda,Clade III,family 189534,,,
WBGene00228088,brugia_malayi,Nematoda,Clade III,family 189534,,,
WBGene00227645,brugia_malayi,Nematoda,Clade III,family 1584619,,,
WBGene00226188,brugia_malayi,Nematoda,Clade III,family 1584619,,,
WBGene00225348,brugia_malayi,Nematoda,Clade III,family 1584687,,,
WBGene00223387,brugia_malayi,Nematoda,Clade III,family 1584687,,,
WBGene00222347,brugia_malayi,Nematoda,Clade III,family 1584687,,,
WBGene00223643,brugia_malayi,Nematoda,Clade III,family 1584695,,,
WBGene00224850,brugia_malayi,Nematoda,Clade III,family 1584699,,,
WBGene00226065,brugia_malayi,Nematoda,Clade III,family 1584822,,,
WBGene00224026,brugia_malayi,Nematoda,Clade III,family 79653,,,
WBGene00226660,brugia_malayi,Nematoda,Clade III,family 79653,,,
WBGene00222290,brugia_malayi,Nematoda,Clade III,family 109614,,,
WBGene00222554,brugia_malayi,Nematoda,Clade III,family 120330,,,
WBGene00222429,brugia_malayi,Nematoda,Clade III,family 120330,,,
WBGene00222163,brugia_malayi,Nematoda,Clade III,family 145447,,,
WBGene00225140,brugia_malayi,Nematoda,Clade III,family 145447,,,
WBGene00223226,brugia_malayi,Nematoda,Clade III,family 145447,,,
WBGene00221127,brugia_malayi,Nematoda,Clade III,family 145447,,,
WBGene00226048,brugia_malayi,Nematoda,Clade III,family 145447,,,
WBGene00222964,brugia_malayi,Nematoda,Clade III,family 161836,,,
WBGene00227487,brugia_malayi,Nematoda,Clade III,family 161836,,,
WBGene00222071,brugia_malayi,Nematoda,Clade III,family 164880,,,
WBGene00222000,brugia_malayi,Nematoda,Clade III,family 164880,,,
WBGene00223645,brugia_malayi,Nematoda,Clade III,family 188084,,,
WBGene00224765,brugia_malayi,Nematoda,Clade III,family 225351,,,
WBGene00223192,brugia_malayi,Nematoda,Clade III,family 225351,,,
WBGene00226199,brugia_malayi,Nematoda,Clade III,family 231200,,,
WBGene00226716,brugia_malayi,Nematoda,Clade III,family 231200,,,
WBGene00223633,brugia_malayi,Nematoda,Clade III,family 273614,,,
WBGene00227693,brugia_malayi,Nematoda,Clade III,family 288152,,,
WBGene00226788,brugia_malayi,Nematoda,Clade III,family 289580,,,
WBGene00224193,brugia_malayi,Nematoda,Clade III,family 292198,,,
WBGene00228559,brugia_malayi,Nematoda,Clade III,family 292198,,,
WBGene00224625,brugia_malayi,Nematoda,Clade III,family 376434,,,
WBGene00233668,brugia_malayi,Nematoda,Clade III,family 376434,,,
WBGene00234939,brugia_malayi,Nematoda,Clade III,family 383681,,,
WBGene00225914,brugia_malayi,Nematoda,Clade III,family 396252,,,
WBGene00224130,brugia_malayi,Nematoda,Clade III,family 418381,,,
WBGene00224787,brugia_malayi,Nematoda,Clade III,family 418381,,,
WBGene00230736,brugia_malayi,Nematoda,Clade III,family 462031,,,
WBGene00225989,brugia_malayi,Nematoda,Clade III,family 462031,,,
WBGene00232581,brugia_malayi,Nematoda,Clade III,family 462031,,,
WBGene00234944,brugia_malayi,Nematoda,Clade III,family 464055,,,
WBGene00227605,brugia_malayi,Nematoda,Clade III,family 556181,,,
WBGene00227044,brugia_malayi,Nematoda,Clade III,family 561948,,,
WBGene00222187,brugia_malayi,Nematoda,Clade III,family 579225,,,
WBGene00221934,brugia_malayi,Nematoda,Clade III,family 588256,,,
WBGene00224852,brugia_malayi,Nematoda,Clade III,family 610744,,,
WBGene00227731,brugia_malayi,Nematoda,Clade III,family 657959,,,
WBGene00227045,brugia_malayi,Nematoda,Clade III,family 660496,,,
WBGene00226625,brugia_malayi,Nematoda,Clade III,family 664383,,,
WBGene00223141,brugia_malayi,Nematoda,Clade III,family 669683,,,
WBGene00223693,brugia_malayi,Nematoda,Clade III,family 698491,,,
WBGene00224894,brugia_malayi,Nematoda,Clade III,family 706112,,,
WBGene00224723,brugia_malayi,Nematoda,Clade III,family 729327,,,
WBGene00222515,brugia_malayi,Nematoda,Clade III,family 1584621,,,
WBGene00223170,brugia_malayi,Nematoda,Clade III,family 1584621,,,
WBGene00227183,brugia_malayi,Nematoda,Clade III,family 1584621,,,
WBGene00225054,brugia_malayi,Nematoda,Clade III,family 106598,,,
WBGene00224215,brugia_malayi,Nematoda,Clade III,family 106598,,,
WBGene00225652,brugia_malayi,Nematoda,Clade III,family 106598,,,
WBGene00234609,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00220532,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00234403,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00233610,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00234365,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00234493,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00234378,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00221451,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00234573,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00229202,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00221370,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00234399,brugia_malayi,Nematoda,Clade III,family 170862,,,
WBGene00231304,brugia_malayi,Nematoda,Clade III,family 382581,,,
WBGene00229370,brugia_malayi,Nematoda,Clade III,family 382581,,,
WBGene00221556,brugia_malayi,Nematoda,Clade III,family 382581,,,
WBGene00221466,brugia_malayi,Nematoda,Clade III,family 382581,,,
WBGene00230031,brugia_malayi,Nematoda,Clade III,family 382581,,,
WBGene00229263,brugia_malayi,Nematoda,Clade III,family 382581,,,
WBGene00233014,brugia_malayi,Nematoda,Clade III,family 382581,,,
WBGene00221555,brugia_malayi,Nematoda,Clade III,family 382581,,,
WBGene00223145,brugia_malayi,Nematoda,Clade III,family 418663,,,
WBGene00223717,brugia_malayi,Nematoda,Clade III,family 418663,,,
WBGene00222816,brugia_malayi,Nematoda,Clade III,family 465889,,,
WBGene00223011,brugia_malayi,Nematoda,Clade III,family 481564,,,
WBGene00224981,brugia_malayi,Nematoda,Clade III,family 780479,,,
WBGene00235135,brugia_malayi,Nematoda,Clade III,family 847214,,,
WBGene00226909,brugia_malayi,Nematoda,Clade III,family 874814,,,
WBGene00232579,brugia_malayi,Nematoda,Clade III,family 1135135,,,
WBGene00222640,brugia_malayi,Nematoda,Clade III,family 1222440,,,
WBGene00233845,brugia_malayi,Nematoda,Clade III,family 1433593,,,
WBGene00226304,brugia_malayi,Nematoda,Clade III,family 1584818,,,
WBGene00222862,brugia_malayi,Nematoda,Clade III,family 1584818,,,
WBGene00227096,brugia_malayi,Nematoda,Clade III,family 1584818,,,
WBGene00222865,brugia_malayi,Nematoda,Clade III,family 1584818,,,
WBGene00224769,brugia_malayi,Nematoda,Clade III,family 1584818,,,
WBGene00223218,brugia_malayi,Nematoda,Clade III,family 62985,,,
WBGene00222831,brugia_malayi,Nematoda,Clade III,family 62985,,,
WBGene00222628,brugia_malayi,Nematoda,Clade III,family 62985,,,
WBGene00226034,brugia_malayi,Nematoda,Clade III,family 62985,,,
WBGene00224672,brugia_malayi,Nematoda,Clade III,family 62985,,,
WBGene00223686,brugia_malayi,Nematoda,Clade III,family 70839,,,
WBGene00222086,brugia_malayi,Nematoda,Clade III,family 72594,,,
WBGene00228721,brugia_malayi,Nematoda,Clade III,family 72594,,,
WBGene00225883,brugia_malayi,Nematoda,Clade III,family 72594,,,
WBGene00228272,brugia_malayi,Nematoda,Clade III,family 72594,,,
WBGene00225952,brugia_malayi,Nematoda,Clade III,family 77020,,,
WBGene00228555,brugia_malayi,Nematoda,Clade III,family 77020,,,
WBGene00234962,brugia_malayi,Nematoda,Clade III,family 77020,,,
WBGene00221972,brugia_malayi,Nematoda,Clade III,family 77020,,,
WBGene00223196,brugia_malayi,Nematoda,Clade III,family 93047,,,
WBGene00232040,brugia_malayi,Nematoda,Clade III,family 93047,,,
WBGene00227561,brugia_malayi,Nematoda,Clade III,family 96728,,,
WBGene00223425,brugia_malayi,Nematoda,Clade III,family 98679,,,
WBGene00224374,brugia_malayi,Nematoda,Clade III,family 98679,,,
WBGene00224373,brugia_malayi,Nematoda,Clade III,family 98679,,,
WBGene00225971,brugia_malayi,Nematoda,Clade III,family 98679,,,
WBGene00229441,brugia_malayi,Nematoda,Clade III,family 98679,,,
WBGene00229221,brugia_malayi,Nematoda,Clade III,family 108364,,,
WBGene00222602,brugia_malayi,Nematoda,Clade III,family 108364,,,
WBGene00225320,brugia_malayi,Nematoda,Clade III,family 111344,,,
WBGene00223515,brugia_malayi,Nematoda,Clade III,family 111344,,,
WBGene00223866,brugia_malayi,Nematoda,Clade III,family 111344,,,
WBGene00226953,brugia_malayi,Nematoda,Clade III,family 115685,,,
WBGene00229583,brugia_malayi,Nematoda,Clade III,family 115685,,,
WBGene00222376,brugia_malayi,Nematoda,Clade III,family 116159,,,
WBGene00222871,brugia_malayi,Nematoda,Clade III,family 116159,,,
WBGene00232923,brugia_malayi,Nematoda,Clade III,family 116159,,,
WBGene00222772,brugia_malayi,Nematoda,Clade III,family 133207,,,
WBGene00222771,brugia_malayi,Nematoda,Clade III,family 133207,,,
WBGene00222753,brugia_malayi,Nematoda,Clade III,family 133207,,,
WBGene00223245,brugia_malayi,Nematoda,Clade III,family 133418,,,
WBGene00230330,brugia_malayi,Nematoda,Clade III,family 133418,,,
WBGene00224733,brugia_malayi,Nematoda,Clade III,family 133418,,,
WBGene00222265,brugia_malayi,Nematoda,Clade III,family 133418,,,
WBGene00223739,brugia_malayi,Nematoda,Clade III,family 148381,,,
WBGene00222140,brugia_malayi,Nematoda,Clade III,family 171381,,,
WBGene00228655,brugia_malayi,Nematoda,Clade III,family 171381,,,
WBGene00227380,brugia_malayi,Nematoda,Clade III,family 171381,,,
WBGene00234063,brugia_malayi,Nematoda,Clade III,family 249253,,,
WBGene00229440,brugia_malayi,Nematoda,Clade III,family 283238,,,
WBGene00224868,brugia_malayi,Nematoda,Clade III,family 283718,,,
WBGene00225166,brugia_malayi,Nematoda,Clade III,family 323709,,,
WBGene00223310,brugia_malayi,Nematoda,Clade III,family 370323,,,
WBGene00225796,brugia_malayi,Nematoda,Clade III,family 432399,,,
WBGene00232840,brugia_malayi,Nematoda,Clade III,family 441036,,,
WBGene00225795,brugia_malayi,Nematoda,Clade III,family 441036,,,
WBGene00222684,brugia_malayi,Nematoda,Clade III,family 443402,,,
WBGene00232540,brugia_malayi,Nematoda,Clade III,family 445222,,,
WBGene00225793,brugia_malayi,Nematoda,Clade III,family 445222,,,
WBGene00235065,brugia_malayi,Nematoda,Clade III,family 460447,,,
WBGene00220749,brugia_malayi,Nematoda,Clade III,family 460447,,,
WBGene00225794,brugia_malayi,Nematoda,Clade III,family 517181,,,
WBGene00220882,brugia_malayi,Nematoda,Clade III,family 517181,,,
WBGene00222970,brugia_malayi,Nematoda,Clade III,family 540168,,,
WBGene00232715,brugia_malayi,Nematoda,Clade III,family 589774,,,
WBGene00231103,brugia_malayi,Nematoda,Clade III,family 589774,,,
WBGene00227565,brugia_malayi,Nematoda,Clade III,family 601070,,,
WBGene00222966,brugia_malayi,Nematoda,Clade III,family 615885,,,
WBGene00222969,brugia_malayi,Nematoda,Clade III,family 656248,,,
WBGene00221932,brugia_malayi,Nematoda,Clade III,family 670937,,,
WBGene00227566,brugia_malayi,Nematoda,Clade III,family 686379,,,
WBGene00228438,brugia_malayi,Nematoda,Clade III,family 717288,,,
WBGene00228436,brugia_malayi,Nematoda,Clade III,family 717288,,,
WBGene00225792,brugia_malayi,Nematoda,Clade III,family 717288,,,
WBGene00222967,brugia_malayi,Nematoda,Clade III,family 858210,,,
WBGene00222968,brugia_malayi,Nematoda,Clade III,family 885423,,,
WBGene00225921,brugia_malayi,Nematoda,Clade III,family 1584393,,,
WBGene00225459,brugia_malayi,Nematoda,Clade III,family 1584393,,,
WBGene00227384,brugia_malayi,Nematoda,Clade III,family 1584393,,,
WBGene00226291,brugia_malayi,Nematoda,Clade III,family 1584554,,,
WBGene00222012,brugia_malayi,Nematoda,Clade III,family 1584561,,,
WBGene00223685,brugia_malayi,Nematoda,Clade III,family 1584603,,,
WBGene00223135,brugia_malayi,Nematoda,Clade III,family 1584603,,,
WBGene00228471,brugia_malayi,Nematoda,Clade III,family 1584603,,,
WBGene00223467,brugia_malayi,Nematoda,Clade III,family 1584603,,,
WBGene00228472,brugia_malayi,Nematoda,Clade III,family 1584603,,,
WBGene00221971,brugia_malayi,Nematoda,Clade III,family 1584651,,,
WBGene00228311,brugia_malayi,Nematoda,Clade III,family 1584651,,,
WBGene00222703,brugia_malayi,Nematoda,Clade III,family 1584651,,,
WBGene00223839,brugia_malayi,Nematoda,Clade III,family 1584651,,,
WBGene00230023,brugia_malayi,Nematoda,Clade III,family 1584706,,,
WBGene00227914,brugia_malayi,Nematoda,Clade III,family 1584706,,,
WBGene00227911,brugia_malayi,Nematoda,Clade III,family 1584706,,,
WBGene00227915,brugia_malayi,Nematoda,Clade III,family 1584706,,,
WBGene00223138,brugia_malayi,Nematoda,Clade III,family 1584706,,,
WBGene00227913,brugia_malayi,Nematoda,Clade III,family 1584706,,,
WBGene00223644,brugia_malayi,Nematoda,Clade III,family 1584756,,,
WBGene00225675,brugia_malayi,Nematoda,Clade III,family 1584797,,,
WBGene00222327,brugia_malayi,Nematoda,Clade III,family 1586490,,,
WBGene00225436,brugia_malayi,Nematoda,Clade III,family 1586490,,,
K02C4.4,caenorhabditis_elegans,Nematoda,Clade V,family 150118,,,
F27E11.3a,caenorhabditis_elegans,Nematoda,Clade V,family 225491,,,
Y71F9B.5a.2,caenorhabditis_elegans,Nematoda,Clade V,family 236822,,,
T23D8.1,caenorhabditis_elegans,Nematoda,Clade V,family 276074,,,
Y4C6A.2d,caenorhabditis_elegans,Nematoda,Clade V,family 112805,,,
ZC506.4a,caenorhabditis_elegans,Nematoda,Clade V,family 112805,,,
F45H11.4,caenorhabditis_elegans,Nematoda,Clade V,family 204750,,,
K10C8.2,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
F53B7.2a,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
C26F1.6,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
F57H12.4,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
F21C10.12,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
T19F4.1b,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
C54A12.2,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
K06C4.9,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
R12C12.3,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
K06C4.8,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
Y41D4A.8b,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
F53A9.5,caenorhabditis_elegans,Nematoda,Clade V,family 72247,,,
T02E9.3,caenorhabditis_elegans,Nematoda,Clade V,family 89847,,,
T14E8.3b,caenorhabditis_elegans,Nematoda,Clade V,family 89847,,,
F16D3.7,caenorhabditis_elegans,Nematoda,Clade V,family 89847,,,
K09G1.4c,caenorhabditis_elegans,Nematoda,Clade V,family 89847,,,
C15B12.5b,caenorhabditis_elegans,Nematoda,Clade V,family 92761,,,
Y40H4A.1b,caenorhabditis_elegans,Nematoda,Clade V,family 92761,,,
F47D12.1c,caenorhabditis_elegans,Nematoda,Clade V,family 92761,,,
Y59H11AL.1b,caenorhabditis_elegans,Nematoda,Clade V,family 236414,,,
R03A10.6.2,caenorhabditis_elegans,Nematoda,Clade V,family 253675,,,
F42D1.3,caenorhabditis_elegans,Nematoda,Clade V,family 253675,,,
T22D1.12b,caenorhabditis_elegans,Nematoda,Clade V,family 1584619,,,
C25G6.5,caenorhabditis_elegans,Nematoda,Clade V,family 1584619,,,
ZC412.1a,caenorhabditis_elegans,Nematoda,Clade V,family 1584619,,,
C02D4.2e,caenorhabditis_elegans,Nematoda,Clade V,family 1584687,,,
C09B7.1a,caenorhabditis_elegans,Nematoda,Clade V,family 1584687,,,
M03F4.3b,caenorhabditis_elegans,Nematoda,Clade V,family 1584687,,,
Y22D7AR.13,caenorhabditis_elegans,Nematoda,Clade V,family 1584687,,,
F01E11.5c,caenorhabditis_elegans,Nematoda,Clade V,family 1584687,,,
C52B11.3,caenorhabditis_elegans,Nematoda,Clade V,family 1584695,,,
F15A8.5a,caenorhabditis_elegans,Nematoda,Clade V,family 1584695,,,
F59C12.2a,caenorhabditis_elegans,Nematoda,Clade V,family 1584699,,,
K02F2.6,caenorhabditis_elegans,Nematoda,Clade V,family 1584699,,,
F14D12.6b,caenorhabditis_elegans,Nematoda,Clade V,family 1584699,,,
Y54G2A.35a,caenorhabditis_elegans,Nematoda,Clade V,family 1584699,,,
C46F4.1a.1,caenorhabditis_elegans,Nematoda,Clade V,family 1584822,,,
Y23H5B.4,caenorhabditis_elegans,Nematoda,Clade V,family 1584822,,,
ZK455.3,caenorhabditis_elegans,Nematoda,Clade V,family 73628,,,
R106.2,caenorhabditis_elegans,Nematoda,Clade V,family 73628,,,
ZK1307.7b,caenorhabditis_elegans,Nematoda,Clade V,family 79653,,,
T11F9.1b,caenorhabditis_elegans,Nematoda,Clade V,family 79653,,,
B0034.5,caenorhabditis_elegans,Nematoda,Clade V,family 79653,,,
R11F4.2b,caenorhabditis_elegans,Nematoda,Clade V,family 79653,,,
Y40C5A.4b,caenorhabditis_elegans,Nematoda,Clade V,family 79653,,,
Y41D4B.24,caenorhabditis_elegans,Nematoda,Clade V,family 79653,,,
C47E8.3,caenorhabditis_elegans,Nematoda,Clade V,family 79653,,,
F32D8.10,caenorhabditis_elegans,Nematoda,Clade V,family 79653,,,
F55E10.7,caenorhabditis_elegans,Nematoda,Clade V,family 109614,,,
Y116A8B.5,caenorhabditis_elegans,Nematoda,Clade V,family 109614,,,
C06G4.5,caenorhabditis_elegans,Nematoda,Clade V,family 109614,,,
C43C3.2f,caenorhabditis_elegans,Nematoda,Clade V,family 109614,,,
T02D1.6,caenorhabditis_elegans,Nematoda,Clade V,family 109614,,,
T02E9.1,caenorhabditis_elegans,Nematoda,Clade V,family 109614,,,
C30F12.6,caenorhabditis_elegans,Nematoda,Clade V,family 114014,,,
C48C5.1,caenorhabditis_elegans,Nematoda,Clade V,family 114014,,,
F02E8.2a,caenorhabditis_elegans,Nematoda,Clade V,family 114014,,,
K10B4.4,caenorhabditis_elegans,Nematoda,Clade V,family 114014,,,
C13B9.4a.2,caenorhabditis_elegans,Nematoda,Clade V,family 120330,,,
C18B12.2,caenorhabditis_elegans,Nematoda,Clade V,family 120330,,,
C05E7.4,caenorhabditis_elegans,Nematoda,Clade V,family 145447,,,
C56A3.3b,caenorhabditis_elegans,Nematoda,Clade V,family 145447,,,
T14C1.1,caenorhabditis_elegans,Nematoda,Clade V,family 145447,,,
K07E8.5,caenorhabditis_elegans,Nematoda,Clade V,family 145447,,,
C02B8.5,caenorhabditis_elegans,Nematoda,Clade V,family 145447,,,
H22D07.1,caenorhabditis_elegans,Nematoda,Clade V,family 161836,,,
Y105C5A.23,caenorhabditis_elegans,Nematoda,Clade V,family 161836,,,
F13D2.3,caenorhabditis_elegans,Nematoda,Clade V,family 161836,,,
F13D2.2,caenorhabditis_elegans,Nematoda,Clade V,family 161836,,,
C41G11.4c,caenorhabditis_elegans,Nematoda,Clade V,family 161836,,,
B0286.2a,caenorhabditis_elegans,Nematoda,Clade V,family 164880,,,
B0457.1a,caenorhabditis_elegans,Nematoda,Clade V,family 164880,,,
F15B9.7,caenorhabditis_elegans,Nematoda,Clade V,family 188084,,,
F20A1.2,caenorhabditis_elegans,Nematoda,Clade V,family 225351,,,
E04D5.2,caenorhabditis_elegans,Nematoda,Clade V,family 225351,,,
C54D10.5,caenorhabditis_elegans,Nematoda,Clade V,family 225351,,,
F57A8.4,caenorhabditis_elegans,Nematoda,Clade V,family 225351,,,
T23B3.4,caenorhabditis_elegans,Nematoda,Clade V,family 231200,,,
Y39A3B.5d,caenorhabditis_elegans,Nematoda,Clade V,family 231200,,,
T05F1.10,caenorhabditis_elegans,Nematoda,Clade V,family 241954,,,
T02E1.5b,caenorhabditis_elegans,Nematoda,Clade V,family 241954,,,
T11F9.11,caenorhabditis_elegans,Nematoda,Clade V,family 241954,,,
T07D10.2,caenorhabditis_elegans,Nematoda,Clade V,family 273614,,,
F14F4.1,caenorhabditis_elegans,Nematoda,Clade V,family 273614,,,
ZK180.1,caenorhabditis_elegans,Nematoda,Clade V,family 288152,,,
Y41G9A.4b,caenorhabditis_elegans,Nematoda,Clade V,family 289580,,,
F39B2.8,caenorhabditis_elegans,Nematoda,Clade V,family 292198,,,
C49A9.7,caenorhabditis_elegans,Nematoda,Clade V,family 293263,,,
C38C10.1,caenorhabditis_elegans,Nematoda,Clade V,family 293263,,,
AH9.1,caenorhabditis_elegans,Nematoda,Clade V,family 355288,,,
Y70D2A.1,caenorhabditis_elegans,Nematoda,Clade V,family 355288,,,
B0563.6a,caenorhabditis_elegans,Nematoda,Clade V,family 355288,,,
F54D7.3a,caenorhabditis_elegans,Nematoda,Clade V,family 376434,,,
C48C5.3,caenorhabditis_elegans,Nematoda,Clade V,family 383681,,,
C25B8.5,caenorhabditis_elegans,Nematoda,Clade V,family 383681,,,
C25B8.7,caenorhabditis_elegans,Nematoda,Clade V,family 383681,,,
E02H9.5,caenorhabditis_elegans,Nematoda,Clade V,family 392522,,,
C50F7.10,caenorhabditis_elegans,Nematoda,Clade V,family 392522,,,
T07F8.2,caenorhabditis_elegans,Nematoda,Clade V,family 396252,,,
F42C5.2,caenorhabditis_elegans,Nematoda,Clade V,family 396252,,,
C01F1.4,caenorhabditis_elegans,Nematoda,Clade V,family 405305,,,
H02I12.3,caenorhabditis_elegans,Nematoda,Clade V,family 405305,,,
F36D4.4,caenorhabditis_elegans,Nematoda,Clade V,family 418381,,,
F57C9.6,caenorhabditis_elegans,Nematoda,Clade V,family 418381,,,
F35H10.10,caenorhabditis_elegans,Nematoda,Clade V,family 455391,,,
T11F9.12,caenorhabditis_elegans,Nematoda,Clade V,family 462031,,,
C50H2.1b,caenorhabditis_elegans,Nematoda,Clade V,family 464055,,,
T21B4.4a,caenorhabditis_elegans,Nematoda,Clade V,family 532575,,,
ZC84.4,caenorhabditis_elegans,Nematoda,Clade V,family 556181,,,
H10E21.2.1,caenorhabditis_elegans,Nematoda,Clade V,family 556181,,,
Y54E2A.11a.1,caenorhabditis_elegans,Nematoda,Clade V,family 561948,,,
F39B3.2,caenorhabditis_elegans,Nematoda,Clade V,family 574649,,,
C02H7.2,caenorhabditis_elegans,Nematoda,Clade V,family 579225,,,
F54E4.2,caenorhabditis_elegans,Nematoda,Clade V,family 588256,,,
H23L24.4,caenorhabditis_elegans,Nematoda,Clade V,family 605002,,,
F59D12.1,caenorhabditis_elegans,Nematoda,Clade V,family 610744,,,
T23C6.5,caenorhabditis_elegans,Nematoda,Clade V,family 614195,,,
T07D4.1,caenorhabditis_elegans,Nematoda,Clade V,family 614195,,,
F16C3.1,caenorhabditis_elegans,Nematoda,Clade V,family 615560,,,
C24B5.1,caenorhabditis_elegans,Nematoda,Clade V,family 615560,,,
AC7.1a,caenorhabditis_elegans,Nematoda,Clade V,family 621853,,,
Y54E2A.1,caenorhabditis_elegans,Nematoda,Clade V,family 628824,,,
ZK418.6,caenorhabditis_elegans,Nematoda,Clade V,family 657959,,,
